UID,State,Date Collected,Waterbody,Region,Province,SITESAMP,Ammonia (mg N/L),Chlorophyll A (ug/L),Dissolved Inorganic Nitrogen (mg N/L),Dissolved Inorganic Phosphate (mg P/L),Dissolved Silica (mg/L),Nitrate (mg N/L),Nitrate/Nitrite (mg N/L),Nitrite (mg N/L),Nitrogen Particulate (mg N/L),Phosphorus Particulate (mg P/L),Total Dissolved Nitrogen (mg N/L),Total Dissolved Phosphorus (mg P/L),Total Kjeldahl Nitrogen (mg N/L),Total Nitrogen (mg N/L),Total Phosphorus (mg P/L)
16671,MI,2010-06-06,Lake Huron,Great Lakes,Great Lakes Province,Y,0.01,0.22,0.212,0.003,,,0.202,,,,,,,0.3,0.00406125
16672,MI,2010-06-05,Lake Huron,Great Lakes,Great Lakes Province,Y,0.003,0.53,0.234,0.003,,,0.231,,,,,,,0.31375,0.00312375
16673,MI,2010-06-03,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.007,0.19,0.211,0.004,,,0.204,,,,,,,0.30125,0.002885
16674,MI,2010-06-05,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.007,1.07,0.122,0.004,,,0.115,,,,,,,0.27,0.006465
16675,MI,2010-06-03,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,0.55,0.111,0.003,,,0.106,,,,,,,0.25375,0.00385875
16676,MI,2010-06-04,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.004,1.09,0.143,0.003,,,0.139,,,,,,,0.28875,0.0045325
16677,MI,2010-06-02,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,0.24,0.16,0.003,,,0.157,,,,,,,0.3125,0.0
16678,MI,2010-06-02,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,1.14,0.134,0.002,,,0.131,,,,,,,0.26375,0.0
16679,MI,2010-06-11,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,1.01,0.345,0.005,,,0.344,,,,,,,0.36,0.0
16680,MI,2010-06-16,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,4.24,0.22,0.007,,,0.216,,,,,,,0.38875,0.00714125
16681,MI,2010-06-07,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.79,0.345,0.004,,,0.345,,,,,,,0.37125,0.004535
16682,MI,2010-06-08,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.79,0.347,0.005,,,0.346,,,,,,,0.35875,0.0046025
16683,MI,2010-06-10,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.87,0.348,0.005,,,0.347,,,,,,,0.35875,0.00493875
16684,MI,2010-06-14,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.55,0.347,0.005,,,0.346,,,,,,,0.3625,0.0
16685,MI,2010-06-09,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,1.72,0.351,0.005,,,0.351,,,,,,,0.36875,0.00594
16686,MI,2010-06-09,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.72,0.35,0.005,,,0.349,,,,,,,0.365,0.00416875
16687,MI,2010-06-08,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,0.9,0.339,0.005,,,0.337,,,,,,,0.35375,0.00520875
16688,MI,2010-06-11,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.8,0.351,0.005,,,0.35,,,,,,,0.36375,0.0
16689,MI,2010-06-14,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.68,0.343,0.005,,,0.342,,,,,,,0.37375,0.0
16690,MI,2010-06-07,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,1.2,0.341,0.005,,,0.341,,,,,,,0.3875,0.006505
16691,CA,2010-06-30,San Diego Bay,West,Californian Province,Y,0.0,3.99,0.009,0.028,,,0.009,,,,,,,0.27625,0.048341125
16692,CA,2010-06-30,San Diego Bay,West,Californian Province,Y,0.0,2.54,0.009,0.027,,,0.009,,,,,,,0.348125,0.07834525
16693,CA,2010-06-30,San Diego Bay,West,Californian Province,Y,0.0,3.58,0.009,0.029,,,0.009,,,,,,,0.258125,0.04658925
16694,CA,2010-06-30,San Diego Bay,West,Californian Province,Y,0.002,2.06,0.012,0.031,,,0.01,,,,,,,0.23225,0.046254125
16727,MI,2010-06-18,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,0.75,0.26,0.007,,,0.257,,,,,,,0.38,0.0
16728,MI,2010-06-25,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,2.27,0.235,0.013,,,0.23,,,,,,,0.437625,0.00624925
16729,MI,2010-06-16,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.01,1.11,0.25,0.004,,,0.24,,,,,,,0.36125,0.0
16730,CA,2010-06-29,San Diego Bay,West,Californian Province,Y,0.017,2.11,0.028,0.034,,,0.011,,,,,,,0.213,0.04412725
16731,CA,2010-06-29,San Diego Bay,West,Californian Province,Y,0.016,2.19,0.028,0.033,,,0.012,,,,,,,0.22875,0.04182125
